City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Xingyi,CN,24.1877,102.817,58.71,96,100,2.35,overcast clouds
449,Perg,AT,48.25,14.6333,77.49,69,58,3.27,broken clouds
450,Hereford,GB,52.0568,-2.7148,60.4,71,0,1.01,clear sky
451,Adrar,MR,20.5022,-10.0711,97.38,6,100,8.16,overcast clouds
452,Saint-Pierre,RE,-21.3393,55.4781,75.9,73,0,6.91,clear sky
453,High Level,CA,58.5169,-117.136,52.97,22,100,5.12,overcast clouds
454,Dehloran,IR,32.6941,47.2679,91.85,13,16,5.99,few clouds
455,Roma,US,43.2128,-75.4557,79.68,57,75,5.99,broken clouds
456,Kangaatsiaq,GL,68.3065,-53.4641,31.84,77,100,15.17,overcast clouds
457,Mayo,US,38.8876,-76.5119,91.67,68,0,14.97,haze
458,Watsa,CD,3.0372,29.5355,65.98,98,100,3.65,overcast clouds
459,Lodja,CD,-3.4833,23.4333,74.23,78,100,1.81,overcast clouds
460,San Quintin,MX,30.4833,-115.95,66.13,67,24,11.61,few clouds
461,Saint Anthony,US,45.0205,-93.218,65.01,57,20,16.11,few clouds
462,Yenangyaung,MM,20.4667,94.8833,84.4,60,100,4.14,overcast clouds
463,Senanga,ZM,-16.1167,23.2667,66.36,44,2,3.87,clear sky
464,Cholet,FR,47.1667,-1.0,65.44,70,36,9.78,scattered clouds
465,Ndende,GA,-2.4008,11.3581,73.81,96,100,4.72,light rain
466,Boquira,BR,-12.8231,-42.7306,84.78,24,32,6.71,scattered clouds
467,Glenwood Springs,US,39.5505,-107.3248,40.01,93,100,3.44,snow
468,Mercedes,AR,-34.6515,-59.4307,66.85,36,10,11.56,clear sky
469,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.88,83,62,4.32,broken clouds
470,Alipur Chatha,PK,32.2688,73.819,87.46,22,0,7.27,clear sky
471,Mantua,IT,45.1667,10.7833,81.64,44,11,3.0,few clouds
472,Terrasini,IT,38.146,13.0844,69.37,72,0,11.5,clear sky
473,Orlik,RU,52.5178,99.825,51.93,87,100,3.83,light rain
474,Kununurra,AU,-15.7667,128.7333,82.38,34,5,10.36,clear sky
475,Deputatskiy,RU,69.3,139.9,27.0,98,100,1.32,overcast clouds
476,Abu Samrah,SY,35.3029,37.1841,70.93,20,0,15.08,clear sky
477,Jeremie,HT,18.65,-74.1167,86.43,60,85,4.29,overcast clouds
478,Corowa,AU,-36.0333,146.3833,33.98,67,65,5.64,broken clouds
479,Lichinga,MZ,-13.3128,35.2406,58.55,96,100,5.26,overcast clouds
480,Sept-Iles,CA,50.2001,-66.3821,55.06,66,100,7.0,overcast clouds
481,Zhicheng,CN,30.2956,111.5047,63.54,91,60,1.59,broken clouds
482,Olavarria,AR,-36.8927,-60.3225,61.02,58,36,10.67,scattered clouds
483,Shingu,JP,33.7333,135.9833,63.64,76,100,8.05,light rain
484,Tecoanapa,MX,16.5167,-98.75,86.72,48,100,13.62,overcast clouds
485,Altagracia De Orituco,VE,9.8601,-66.3814,93.7,29,7,6.17,clear sky
486,Asyut,EG,27.181,31.1837,87.84,18,100,16.8,overcast clouds
487,Surovikino,RU,48.6078,42.8486,48.87,83,8,7.11,clear sky
488,Taixing,CN,32.1667,120.0136,61.03,92,11,2.86,few clouds
489,Bandarban,BD,22.1965,92.2262,77.5,97,98,3.94,overcast clouds
490,Chifeng,CN,42.2683,118.9636,65.39,21,46,7.45,scattered clouds
491,Jining,CN,35.405,116.5814,64.35,48,1,5.93,clear sky
492,Podyuga,RU,61.095,40.8647,30.63,76,15,4.45,few clouds
493,Miri,MY,4.4148,114.0089,75.65,91,100,4.92,overcast clouds
494,Sorland,NO,67.667,12.6934,46.26,99,100,12.86,light rain
495,Mounana,GA,-1.4085,13.1586,73.42,96,100,1.88,overcast clouds
496,Haimen,CN,23.1935,116.6142,72.16,90,5,4.47,clear sky
497,Saginaw,US,43.3334,-84.0333,86.14,60,0,20.71,clear sky
498,Polis,CY,35.0367,32.4264,69.62,61,0,5.3,clear sky
499,Ulaangom,MN,49.9811,92.0667,55.15,55,4,0.25,clear sky
500,North Las Vegas,US,36.1989,-115.1175,79.14,11,0,21.85,clear sky
501,Mahur,IN,25.1667,93.1167,65.88,97,62,2.33,broken clouds
502,Kulhudhuffushi,MV,6.6221,73.07,83.28,77,21,14.32,few clouds
503,Kahama,TZ,-3.8333,32.6,67.68,53,100,1.41,overcast clouds
504,Lebork,PL,54.5392,17.7501,60.35,90,100,7.14,overcast clouds
505,Blytheville,US,35.9273,-89.919,91.33,40,0,24.16,clear sky
506,Erzin,TR,36.9559,36.2,65.95,35,0,4.68,clear sky
507,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,87,100,4.65,overcast clouds
508,Bambanglipuro,ID,-7.95,110.2833,76.32,92,100,4.47,light rain
509,Male,MV,4.1748,73.5089,82.83,77,12,12.08,few clouds
510,Listowel,IE,52.4464,-9.485,55.11,86,4,14.88,clear sky
511,Le Vauclin,MQ,14.5452,-60.8388,86.05,62,75,17.27,broken clouds
512,Bentiu,SS,9.2333,29.8333,78.78,69,100,7.02,light rain
513,Tombouctou,ML,20.0,-3.0,97.59,7,15,10.63,few clouds
514,Timizart,DZ,36.8,4.2667,71.31,59,0,8.16,clear sky
515,Shenjiamen,CN,29.9576,122.298,63.23,96,100,4.63,overcast clouds
516,Shahr-E Babak,IR,30.1165,55.1186,75.0,13,0,6.93,clear sky
517,Hutchinson,US,38.0608,-97.9298,70.52,40,0,17.27,clear sky
518,Natal,BR,-5.795,-35.2094,86.65,70,20,13.8,few clouds
519,Savannah Bight,HN,16.45,-85.85,81.55,85,100,29.91,overcast clouds
520,Dieppe,FR,49.75,1.1667,60.33,81,0,1.01,clear sky
521,Port Augusta,AU,-32.5,137.7667,48.13,70,0,6.49,clear sky
522,Ukiah,US,39.1502,-123.2078,73.53,22,0,4.61,clear sky
523,Cordoba,AR,-31.4135,-64.1811,79.43,25,0,5.75,clear sky
524,Hukuntsi,BW,-24.0,21.75,44.94,63,0,16.49,clear sky
525,Frontera,MX,26.9333,-101.45,103.32,17,0,25.32,clear sky
526,Curuca,BR,-0.7289,-47.8481,76.51,90,100,6.98,overcast clouds
527,Singaraja,ID,-8.112,115.0882,79.12,84,58,4.0,broken clouds
528,Sisimiut,GL,66.9395,-53.6735,39.74,52,100,4.56,overcast clouds
529,Wanning,CN,18.8003,110.3967,76.46,90,100,1.9,overcast clouds
530,Sarakhs,IR,36.5449,61.1577,83.12,19,0,6.31,clear sky
531,Havelock,US,34.8791,-76.9013,94.98,75,8,8.01,clear sky
532,Guarapari,BR,-20.6667,-40.4975,73.02,56,0,10.74,clear sky
533,Bilibino,RU,68.0546,166.4372,34.9,88,26,2.77,scattered clouds
534,Marawi,PH,7.9986,124.2928,69.33,94,100,1.81,overcast clouds
535,Harper,LR,4.375,-7.7169,77.9,87,100,12.77,moderate rain
536,Tahta,EG,26.7693,31.5021,89.65,16,100,16.73,overcast clouds
537,Kenai,US,60.5544,-151.2583,66.02,36,0,11.5,clear sky
538,Omboue,GA,-1.5746,9.2618,75.99,91,100,5.53,overcast clouds
539,Mandalgovi,MN,45.7625,106.2708,61.47,31,5,5.03,clear sky
540,Qasigiannguit,GL,68.8193,-51.1922,37.65,76,100,2.01,overcast clouds
541,Trelew,AR,-43.249,-65.3051,68.16,31,79,20.11,broken clouds
542,Yangambi,CD,0.8102,24.4336,71.73,98,100,3.67,overcast clouds
543,Aswan,EG,24.0934,32.907,91.92,10,0,16.67,clear sky
544,Conde,BR,-7.2597,-34.9075,83.66,74,20,9.22,few clouds
545,Colares,PT,38.7992,-9.4469,81.59,52,0,20.71,clear sky
546,Saravan,AM,39.7196,45.6483,42.57,91,100,4.79,overcast clouds
547,Jistebnice,CZ,49.4855,14.5276,70.41,70,22,8.32,few clouds
548,Tynset,NO,62.2759,10.7824,53.22,74,100,7.92,overcast clouds
549,Kelvington,CA,52.1667,-103.5343,34.34,84,100,16.73,light snow
550,Talara,PE,-4.5772,-81.2719,75.96,64,0,17.27,clear sky
551,Paita,PE,-5.0892,-81.1144,72.48,71,17,16.15,few clouds
552,Karimpur,IN,23.9667,88.6167,86.0,73,1,8.23,light rain
553,Makaha,US,21.4694,-158.2175,76.91,88,100,5.75,light rain
554,Tura,IN,25.5198,90.2201,71.67,97,94,2.68,overcast clouds
555,Zubova Polyana,RU,54.0771,42.8372,37.62,75,4,5.19,clear sky
556,Lahij,YE,13.1667,44.5833,86.45,31,1,5.23,clear sky
557,Bairnsdale,AU,-37.8333,147.6167,42.96,93,2,3.18,clear sky
558,Lac Du Bonnet,CA,50.2536,-96.0612,38.48,93,100,14.2,overcast clouds
559,Mana,GF,5.6592,-53.7767,79.45,87,41,10.45,scattered clouds
560,Robertsport,LR,6.7533,-11.3686,80.38,82,100,10.96,overcast clouds
561,Kholodnyy,RU,62.7167,147.95,31.89,91,95,2.59,overcast clouds
562,Xichang,CN,27.8964,102.2634,57.02,90,100,1.07,overcast clouds
563,Kargasok,RU,59.0556,80.8572,48.7,85,98,16.44,overcast clouds
564,Port Hardy,CA,50.6996,-127.4199,48.83,79,19,4.83,few clouds
565,Lingyuan,CN,41.24,119.4011,63.05,51,100,5.97,overcast clouds
566,Provost,CA,52.3501,-110.2683,43.27,48,100,19.33,overcast clouds
567,Devils Lake,US,48.1128,-98.8651,39.31,81,100,20.71,overcast clouds
568,Baracoa,CU,20.3467,-74.4958,88.39,62,98,6.93,overcast clouds
569,Waipawa,NZ,-41.4122,175.5153,39.04,84,0,6.4,clear sky
570,Port Macquarie,AU,-31.4333,152.9167,57.09,100,100,5.75,overcast clouds
571,Ust-Tsilma,RU,65.441,52.1498,30.7,77,100,8.95,overcast clouds
572,Touros,BR,-5.1989,-35.4608,83.01,71,90,8.1,overcast clouds
573,Taksimo,RU,56.3444,114.8794,44.42,74,9,1.32,clear sky
574,Vernon,CA,50.2581,-119.2691,62.24,52,100,5.01,overcast clouds
575,Quatre Cocos,MU,-20.2078,57.7625,76.08,69,56,16.37,broken clouds
576,Suriapet,IN,17.15,79.6167,82.06,74,100,9.93,overcast clouds
577,Gasa,PS,31.5,34.4667,73.11,60,100,15.79,overcast clouds
578,Puerto Cabezas,NI,14.0351,-83.3888,84.96,69,100,9.89,overcast clouds
579,Sungairaya,ID,0.7,108.9,78.48,89,98,2.24,overcast clouds
580,Porto Belo,BR,-27.1578,-48.5531,69.8,56,0,5.3,clear sky
581,Saint-Francois,FR,46.4154,3.9054,78.24,50,0,8.05,clear sky
582,Majene,ID,-3.5403,118.9707,76.84,83,100,6.04,overcast clouds
583,Los Llanos De Aridane,ES,28.6585,-17.9182,69.12,82,20,14.97,few clouds
584,Bahia Blanca,AR,-38.7196,-62.2724,60.69,36,100,8.66,overcast clouds
585,Novikovo,RU,51.1537,37.8879,50.25,69,100,4.54,overcast clouds
586,Dawson,US,31.7735,-84.4466,96.22,32,98,10.56,overcast clouds
587,Manggar,ID,-2.8833,108.2667,79.95,85,100,6.13,overcast clouds
588,Fort Dodge,US,42.4975,-94.168,66.18,42,100,12.66,overcast clouds
589,Broome,US,42.2506,-75.833,81.37,59,75,13.8,broken clouds
590,Tilichiki,RU,60.4667,166.1,35.51,93,100,4.14,overcast clouds
591,Sri Aman,MY,1.2376,111.4621,77.05,94,100,0.0,overcast clouds
592,Pimenta Bueno,BR,-11.6725,-61.1936,78.24,41,100,3.31,overcast clouds
593,Nokaneng,BW,-19.6667,22.2667,72.37,16,97,12.66,overcast clouds
594,Horsham,GB,51.064,-0.3272,60.03,84,40,10.36,scattered clouds
595,Okha,RU,53.5739,142.9478,32.67,90,85,7.16,overcast clouds
596,Fort Myers Beach,US,26.452,-81.9481,89.04,73,0,7.0,clear sky
597,Ziyang,CN,29.2497,117.8547,61.41,96,100,0.76,overcast clouds
598,San Vicente,AR,-26.6167,-54.1333,62.64,39,0,4.07,clear sky
599,Escarcega,MX,18.6089,-90.7454,105.78,23,38,5.17,scattered clouds
600,Nemuro,JP,43.3236,145.575,46.45,92,3,1.59,clear sky
601,Biltine,TD,14.5333,20.9167,93.47,9,4,8.23,clear sky
602,Brewster,US,41.3973,-73.6171,76.19,77,20,12.66,few clouds
603,Alzamay,RU,55.5562,98.6644,55.35,75,100,3.98,overcast clouds
604,Neiafu,TO,-18.65,-173.9833,79.07,80,89,14.34,light rain
605,Naze,JP,28.3667,129.4833,72.52,90,100,19.44,overcast clouds
606,Meadville,US,41.6414,-80.1515,77.86,83,100,8.05,overcast clouds
607,Savonlinna,FI,61.8699,28.88,42.85,61,0,2.3,clear sky
608,Roxas,PH,11.5853,122.7511,75.15,84,100,3.78,moderate rain
609,Biankouma,CI,7.7391,-7.6138,75.69,83,29,2.82,light rain
610,Sistranda,NO,63.7256,8.834,58.96,85,100,12.84,overcast clouds
611,Eugene,US,44.0521,-123.0867,58.82,65,75,10.36,broken clouds
612,Pasni,PK,25.2631,63.471,82.51,88,0,10.4,clear sky
613,Pemangkat,ID,1.1667,108.9667,78.67,87,100,4.21,overcast clouds
614,Boa Vista,BR,2.8197,-60.6733,85.98,70,40,6.91,scattered clouds
615,Shache,CN,38.4167,77.2406,71.67,35,100,16.91,overcast clouds
616,Anloga,GH,5.7947,0.8973,82.67,79,82,11.81,light rain
617,Hobyo,SO,5.3505,48.5268,80.1,83,71,25.72,broken clouds
618,Port Moresby,PG,-9.4431,147.1797,74.62,94,20,3.44,few clouds
619,Whitehorse,CA,60.7161,-135.0538,55.09,43,9,5.01,clear sky
620,Tasgaon,IN,17.0333,74.6,72.18,80,100,6.42,overcast clouds
621,Taoudenni,ML,22.6783,-3.9836,104.09,6,100,9.06,overcast clouds
622,Tshane,BW,-24.0196,21.8684,44.92,63,0,15.93,clear sky
623,Pachino,IT,36.7186,15.0907,65.86,64,0,12.41,clear sky
624,Dalvik,IS,65.9702,-18.5286,55.33,77,100,3.33,overcast clouds
625,Morgan City,US,29.6994,-91.2068,88.0,70,40,10.36,scattered clouds
626,Point Fortin,TT,10.1833,-61.6833,88.9,70,2,7.7,clear sky
627,Trondheim,NO,63.4305,10.3951,62.65,59,100,1.99,overcast clouds
628,Celestun,MX,20.8667,-90.4,91.72,56,91,6.26,overcast clouds
629,Tessalit,ML,20.1986,1.0114,95.81,8,75,4.23,broken clouds
630,Turiacu,BR,-1.6633,-45.3717,79.11,91,88,0.43,overcast clouds
631,Umea,SE,63.8284,20.2597,49.93,66,0,6.91,clear sky
632,Orsha,BY,54.5153,30.4053,51.62,97,100,12.82,overcast clouds
633,Broken Hill,AU,-31.95,141.4333,49.32,79,100,9.1,overcast clouds
634,Trincomalee,LK,8.5711,81.2335,81.95,76,89,22.06,overcast clouds
635,Bubaque,GW,11.2833,-15.8333,79.32,79,3,19.3,clear sky
636,Pedernales,DO,18.0384,-71.744,89.42,51,25,6.24,scattered clouds
637,Babstovo,RU,48.1167,132.4833,54.63,96,100,3.78,light rain
638,Alencon,FR,48.4333,0.0833,59.58,77,0,4.97,clear sky
639,Salinopolis,BR,-0.6136,-47.3561,78.53,88,100,10.29,light rain
640,La Paz,BO,-16.5,-68.15,62.58,13,40,10.36,scattered clouds
641,Atar,MR,20.5169,-13.0499,98.89,13,91,11.3,overcast clouds
642,Sokolo,ML,14.7328,-6.1219,101.34,20,100,10.83,overcast clouds
643,Athabasca,CA,54.7169,-113.2854,50.41,34,100,14.34,overcast clouds
644,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,20,14.97,few clouds
645,Mehriz,IR,31.5917,54.4318,77.5,12,0,2.93,clear sky
646,Conway,US,35.0887,-92.4421,87.82,55,20,20.71,few clouds
647,Tiarei,PF,-17.5333,-149.3333,82.42,72,12,10.45,few clouds
648,Thurso,GB,58.5927,-3.5259,52.05,96,100,2.44,light rain
649,Honningsvag,NO,70.9821,25.9704,40.75,70,100,12.66,overcast clouds
650,Itapemirim,BR,-21.0111,-40.8339,74.59,52,1,11.97,clear sky
651,Mezen,RU,65.8522,44.24,29.48,80,45,7.09,scattered clouds
652,Kristiinankaupunki,FI,62.2743,21.376,48.2,68,11,6.29,few clouds
653,Monterrey,MX,25.6667,-100.3167,106.47,11,83,5.19,broken clouds
654,Balabac,PH,7.9868,117.0645,81.36,81,100,8.1,overcast clouds
655,Kautokeino,NO,69.0125,23.0412,33.94,99,100,2.28,overcast clouds
656,Zhezkazgan,KZ,47.8043,67.7144,65.46,32,9,7.85,clear sky
657,Hay River,CA,60.8156,-115.7999,53.58,32,40,6.91,scattered clouds
658,Tambura,SS,5.6,27.4667,68.95,96,100,4.38,light rain
659,Rudbar,AF,30.15,62.6,85.51,12,0,9.17,clear sky
660,Nara,JP,34.6851,135.8049,66.49,50,100,1.34,light rain
661,Vaasa,FI,63.096,21.6158,53.62,37,0,4.61,clear sky
662,Andenes,NO,69.3143,16.1194,48.18,81,75,8.05,broken clouds
663,Iracoubo,GF,5.4802,-53.2011,79.0,88,66,9.93,light rain
664,Nhulunbuy,AU,-12.2333,136.7667,75.81,88,0,4.61,clear sky
665,Maputo,MZ,-25.9653,32.5892,74.88,87,20,10.36,few clouds
666,Ciudad Bolivar,VE,8.1222,-63.5497,96.67,31,70,8.41,broken clouds
667,Shagonar,RU,51.5333,92.8,50.5,85,19,1.05,few clouds
668,Mbuguni,TZ,-3.5667,36.95,68.04,72,81,7.56,broken clouds
669,Alexandria,EG,31.2156,29.9553,68.5,79,0,14.34,clear sky
670,Shakhtinsk,KZ,49.71,72.5872,61.52,40,9,8.43,clear sky
671,Gobabis,NA,-22.45,18.9667,45.09,35,0,9.73,clear sky
672,Tarancon,ES,40.0085,-3.0073,82.22,38,97,21.59,overcast clouds
673,Saint-Georges,GD,12.0564,-61.7485,85.68,70,20,16.11,few clouds
